,Stationscode,Datum,Feinstaub (PM₁₀) stündlich gleitendes Tagesmittel in µg/m³,Ozon (O₃) Ein-Stunden-Mittelwert in µg/m³,Stickstoffdioxid (NO₂) Ein-Stunden-Mittelwert in µg/m³,Luftqualitätsindex
7249,DENW059,'30.08.2021 03:00',11,9,16,sehr gut
7250,DENW059,'30.08.2021 04:00',10,22,13,sehr gut
7251,DENW059,'30.08.2021 05:00',11,-,11,sehr gut
7252,DENW059,'30.08.2021 06:00',11,21,17,sehr gut
7253,DENW059,'30.08.2021 07:00',11,13,26,gut
7254,DENW059,'30.08.2021 08:00',12,8,33,gut
7255,DENW059,'30.08.2021 09:00',13,15,28,gut
7256,DENW059,'30.08.2021 10:00',13,17,28,gut
7257,DENW059,'30.08.2021 11:00',14,24,25,gut
7258,DENW059,'30.08.2021 12:00',15,33,19,sehr gut
7259,DENW059,'30.08.2021 13:00',15,28,22,gut
7260,DENW059,'30.08.2021 14:00',16,20,27,gut
7261,DENW059,'30.08.2021 15:00',17,31,24,gut
7262,DENW059,'30.08.2021 16:00',18,32,26,gut
7263,DENW059,'30.08.2021 17:00',18,35,29,gut
7264,DENW059,'30.08.2021 18:00',18,33,35,gut
7265,DENW059,'30.08.2021 19:00',18,13,45,mäßig
7266,DENW059,'30.08.2021 20:00',18,16,40,gut
7267,DENW059,'30.08.2021 21:00',19,1,46,mäßig
7268,DENW059,'30.08.2021 22:00',19,0.3,46,mäßig
7269,DENW059,'30.08.2021 23:00',20,-,38,gut
7270,DENW059,'30.08.2021 24:00',20,-,32,gut
7271,DENW059,'31.08.2021 01:00',21,-,24,gut
7272,DENW059,'31.08.2021 02:00',21,-,29,gut
7273,DENW059,'31.08.2021 03:00',21,-,25,gut
7274,DENW059,'31.08.2021 04:00',22,-,21,gut
7275,DENW059,'31.08.2021 05:00',21,-,17,gut
7276,DENW059,'31.08.2021 06:00',21,-,18,gut
7277,DENW059,'31.08.2021 07:00',21,0.1,24,gut
7278,DENW059,'31.08.2021 08:00',21,0,21,gut
7279,DENW059,'31.08.2021 09:00',21,3,28,gut
7280,DENW059,'31.08.2021 10:00',22,10,29,gut
7281,DENW059,'31.08.2021 11:00',23,11,34,gut
7282,DENW059,'31.08.2021 12:00',24,13,37,gut
7283,DENW059,'31.08.2021 13:00',25,19,34,gut
7284,DENW059,'31.08.2021 14:00',25,43,18,gut
7285,DENW059,'31.08.2021 15:00',25,51,17,gut
7286,DENW059,'31.08.2021 16:00',25,63,17,gut
7287,DENW059,'31.08.2021 17:00',25,63,20,gut
7288,DENW059,'31.08.2021 18:00',25,56,23,gut
7289,DENW059,'31.08.2021 19:00',25,51,35,gut
7290,DENW059,'31.08.2021 20:00',25,7,58,mäßig
7291,DENW059,'31.08.2021 21:00',25,1,55,mäßig
7292,DENW059,'31.08.2021 22:00',26,0.2,54,mäßig
7293,DENW059,'31.08.2021 23:00',25,30,33,gut
7294,DENW059,'31.08.2021 24:00',25,35,19,gut
7295,DENW059,'01.09.2021 01:00',25,30,15,gut
7296,DENW059,'01.09.2021 02:00',24,21,16,gut
7297,DENW059,'01.09.2021 03:00',24,11,17,gut
7298,DENW059,'01.09.2021 04:00',24,12,16,gut
7299,DENW059,'01.09.2021 05:00',24,17,16,gut
7300,DENW059,'01.09.2021 06:00',24,14,23,gut
7301,DENW059,'01.09.2021 07:00',24,-,30,gut
7302,DENW059,'01.09.2021 08:00',24,7,38,gut
7303,DENW059,'01.09.2021 09:00',23,10,39,gut
7304,DENW059,'01.09.2021 10:00',23,20,40,gut
7305,DENW059,'01.09.2021 11:00',21,38,26,gut
7306,DENW059,'01.09.2021 12:00',20,35,27,gut
7307,DENW059,'01.09.2021 13:00',19,32,31,gut
7308,DENW059,'01.09.2021 14:00',19,35,28,gut
7309,DENW059,'01.09.2021 15:00',19,33,29,gut
7310,DENW059,'01.09.2021 16:00',19,36,25,gut
7311,DENW059,'01.09.2021 17:00',19,35,28,gut
7312,DENW059,'01.09.2021 18:00',20,33,32,gut
7313,DENW059,'01.09.2021 19:00',20,29,34,gut
7314,DENW059,'01.09.2021 20:00',20,24,51,mäßig
7315,DENW059,'01.09.2021 21:00',20,12,44,mäßig
7316,DENW059,'01.09.2021 22:00',20,3,51,mäßig
7317,DENW059,'01.09.2021 23:00',20,-,41,mäßig
7318,DENW059,'01.09.2021 24:00',20,-,35,gut
7319,DENW059,'02.09.2021 01:00',21,-,32,gut
7320,DENW059,'02.09.2021 02:00',22,-,26,gut
7321,DENW059,'02.09.2021 03:00',22,-,20,gut
7322,DENW059,'02.09.2021 04:00',23,-,15,gut
7323,DENW059,'02.09.2021 05:00',23,-,18,gut
7324,DENW059,'02.09.2021 06:00',23,-,18,gut
7325,DENW059,'02.09.2021 07:00',22,-,15,gut
7326,DENW059,'02.09.2021 08:00',22,-,16,gut
7327,DENW059,'02.09.2021 09:00',22,4,19,gut
7328,DENW059,'02.09.2021 10:00',22,7,26,gut
7329,DENW059,'02.09.2021 11:00',22,20,21,gut
7330,DENW059,'02.09.2021 12:00',22,30,19,gut
7331,DENW059,'02.09.2021 13:00',22,47,21,gut
7332,DENW059,'02.09.2021 14:00',22,58,18,gut
7333,DENW059,'02.09.2021 15:00',22,78,9,gut
7334,DENW059,'02.09.2021 16:00',21,80,10,gut
7335,DENW059,'02.09.2021 17:00',20,88,6,gut
7336,DENW059,'02.09.2021 18:00',20,83,11,gut
7337,DENW059,'02.09.2021 19:00',19,84,9,gut
7338,DENW059,'02.09.2021 20:00',19,13,55,mäßig
7339,DENW059,'02.09.2021 21:00',19,0.4,65,mäßig
7340,DENW059,'02.09.2021 22:00',19,-,67,mäßig
7341,DENW059,'02.09.2021 23:00',20,1,50,mäßig
7342,DENW059,'02.09.2021 24:00',19,2,34,gut
7343,DENW059,'03.09.2021 01:00',19,0.1,32,gut
7344,DENW059,'03.09.2021 02:00',18,-,25,gut
7345,DENW059,'03.09.2021 03:00',18,-,23,gut
7346,DENW059,'03.09.2021 04:00',17,0.3,21,gut
7347,DENW059,'03.09.2021 05:00',17,0.2,18,sehr gut
7348,DENW059,'03.09.2021 06:00',17,0.1,17,sehr gut
7349,DENW059,'03.09.2021 07:00',17,0.1,17,sehr gut
7350,DENW059,'03.09.2021 08:00',16,1,18,sehr gut
7351,DENW059,'03.09.2021 09:00',17,8,22,gut
7352,DENW059,'03.09.2021 10:00',16,17,23,gut
7353,DENW059,'03.09.2021 11:00',16,36,18,sehr gut
7354,DENW059,'03.09.2021 12:00',16,49,16,sehr gut
7355,DENW059,'03.09.2021 13:00',16,60,12,sehr gut
7356,DENW059,'03.09.2021 14:00',16,73,10,gut
7357,DENW059,'03.09.2021 15:00',16,90,7,gut
7358,DENW059,'03.09.2021 16:00',16,100,4,gut
7359,DENW059,'03.09.2021 17:00',16,99,5,gut
7360,DENW059,'03.09.2021 18:00',16,91,11,gut
7361,DENW059,'03.09.2021 19:00',16,59,27,gut
7362,DENW059,'03.09.2021 20:00',16,8,67,mäßig
7363,DENW059,'03.09.2021 21:00',16,0.3,77,mäßig
7364,DENW059,'03.09.2021 22:00',16,2,76,mäßig
7365,DENW059,'03.09.2021 23:00',15,13,69,mäßig
7366,DENW059,'03.09.2021 24:00',16,-,53,mäßig
7367,DENW059,'04.09.2021 01:00',16,2,53,mäßig
7368,DENW059,'04.09.2021 02:00',17,2,39,gut
7369,DENW059,'04.09.2021 03:00',17,0.8,34,gut
7370,DENW059,'04.09.2021 04:00',17,0.2,29,gut
7371,DENW059,'04.09.2021 05:00',18,0.4,23,gut
7372,DENW059,'04.09.2021 06:00',18,0.5,19,sehr gut
7373,DENW059,'04.09.2021 07:00',18,0,20,sehr gut
7374,DENW059,'04.09.2021 08:00',19,0.9,15,sehr gut
7375,DENW059,'04.09.2021 09:00',18,8,22,gut
7376,DENW059,'04.09.2021 10:00',19,26,19,sehr gut
7377,DENW059,'04.09.2021 11:00',19,33,26,gut
7378,DENW059,'04.09.2021 12:00',19,64,25,gut
7379,DENW059,'04.09.2021 13:00',19,82,21,gut
7380,DENW059,'04.09.2021 14:00',19,92,20,gut
7381,DENW059,'04.09.2021 15:00',20,102,16,gut
7382,DENW059,'04.09.2021 16:00',20,100,15,gut
7383,DENW059,'04.09.2021 17:00',20,85,20,gut
7384,DENW059,'04.09.2021 18:00',21,78,22,gut
7385,DENW059,'04.09.2021 19:00',21,59,31,gut
7386,DENW059,'04.09.2021 20:00',21,42,37,gut
7387,DENW059,'04.09.2021 21:00',21,40,36,gut
7388,DENW059,'04.09.2021 22:00',21,38,30,gut
7389,DENW059,'04.09.2021 23:00',21,17,53,mäßig
7390,DENW059,'04.09.2021 24:00',21,1,48,mäßig
7391,DENW059,'05.09.2021 01:00',21,-,41,mäßig
7392,DENW059,'05.09.2021 02:00',21,0.2,32,gut
7393,DENW059,'05.09.2021 03:00',21,0.5,24,gut
7394,DENW059,'05.09.2021 04:00',21,0.5,20,gut
7395,DENW059,'05.09.2021 05:00',21,0.2,17,gut
7396,DENW059,'05.09.2021 06:00',21,0.2,16,gut
7397,DENW059,'05.09.2021 07:00',21,0.7,14,gut
7398,DENW059,'05.09.2021 08:00',21,1,12,gut
7399,DENW059,'05.09.2021 09:00',21,18,17,gut
7400,DENW059,'05.09.2021 10:00',21,37,10,gut
7401,DENW059,'05.09.2021 11:00',21,52,6,gut
7402,DENW059,'05.09.2021 12:00',21,64,6,gut
7403,DENW059,'05.09.2021 13:00',20,73,9,gut
7404,DENW059,'05.09.2021 14:00',20,87,10,gut
7405,DENW059,'05.09.2021 15:00',20,105,10,gut
7406,DENW059,'05.09.2021 16:00',19,112,9,gut
7407,DENW059,'05.09.2021 17:00',19,115,11,gut
7408,DENW059,'05.09.2021 18:00',19,95,16,gut
7409,DENW059,'05.09.2021 19:00',19,69,44,mäßig
7410,DENW059,'05.09.2021 20:00',19,38,59,mäßig
7411,DENW059,'05.09.2021 21:00',19,32,66,mäßig
7412,DENW059,'05.09.2021 22:00',18,20,62,mäßig
7413,DENW059,'05.09.2021 23:00',18,8,66,mäßig
7414,DENW059,'05.09.2021 24:00',19,1,61,mäßig
7415,DENW059,'06.09.2021 01:00',19,0.2,52,mäßig
7416,DENW059,'06.09.2021 02:00',19,-,40,gut
7417,DENW059,'06.09.2021 03:00',19,0.5,33,gut
7418,DENW059,'06.09.2021 04:00',19,2,22,gut
7419,DENW059,'06.09.2021 05:00',18,1,18,sehr gut
7420,DENW059,'06.09.2021 06:00',18,1,17,sehr gut
7421,DENW059,'06.09.2021 07:00',18,0.5,16,sehr gut
7422,DENW059,'06.09.2021 08:00',18,0.8,15,sehr gut
7423,DENW059,'06.09.2021 09:00',18,5,23,gut
7424,DENW059,'06.09.2021 10:00',19,20,22,gut
7425,DENW059,'06.09.2021 11:00',19,27,29,gut
7426,DENW059,'06.09.2021 12:00',19,48,25,gut
7427,DENW059,'06.09.2021 13:00',19,75,24,gut
7428,DENW059,'06.09.2021 14:00',20,79,35,gut
7429,DENW059,'06.09.2021 15:00',20,95,34,gut
7430,DENW059,'06.09.2021 16:00',21,90,34,gut
7431,DENW059,'06.09.2021 17:00',22,74,41,mäßig
7432,DENW059,'06.09.2021 18:00',22,56,58,mäßig
7433,DENW059,'06.09.2021 19:00',22,33,68,mäßig
7434,DENW059,'06.09.2021 20:00',23,3,86,mäßig
7435,DENW059,'06.09.2021 21:00',23,0.7,81,mäßig
7436,DENW059,'06.09.2021 22:00',24,0.9,81,mäßig
7437,DENW059,'06.09.2021 23:00',24,0.9,74,mäßig
7438,DENW059,'06.09.2021 24:00',24,0.4,67,mäßig
7439,DENW059,'07.09.2021 01:00',24,0.3,52,mäßig
7440,DENW059,'07.09.2021 02:00',24,0.4,46,mäßig
7441,DENW059,'07.09.2021 03:00',25,-,36,gut
7442,DENW059,'07.09.2021 04:00',26,2,31,gut
7443,DENW059,'07.09.2021 05:00',26,2,23,gut
7444,DENW059,'07.09.2021 06:00',27,2,18,gut
7445,DENW059,'07.09.2021 07:00',27,1,20,gut
7446,DENW059,'07.09.2021 08:00',27,2,24,gut
7447,DENW059,'07.09.2021 09:00',27,7,29,gut
7448,DENW059,'07.09.2021 10:00',27,15,28,gut
7449,DENW059,'07.09.2021 11:00',28,23,28,gut
7450,DENW059,'07.09.2021 12:00',28,45,25,gut
7451,DENW059,'07.09.2021 13:00',28,75,17,gut
7452,DENW059,'07.09.2021 14:00',28,100,12,gut
7453,DENW059,'07.09.2021 15:00',27,95,20,gut
7454,DENW059,'07.09.2021 16:00',27,112,9,gut
7455,DENW059,'07.09.2021 17:00',27,110,9,gut
7456,DENW059,'07.09.2021 18:00',26,104,4,gut
7457,DENW059,'07.09.2021 19:00',26,85,17,gut
7458,DENW059,'07.09.2021 20:00',25,23,59,mäßig
7459,DENW059,'07.09.2021 21:00',24,2,81,mäßig
7460,DENW059,'07.09.2021 22:00',24,0.7,85,mäßig
7461,DENW059,'07.09.2021 23:00',24,1,67,mäßig
7462,DENW059,'07.09.2021 24:00',23,2,52,mäßig
7463,DENW059,'08.09.2021 01:00',23,15,33,gut
7464,DENW059,'08.09.2021 02:00',22,28,18,gut
7465,DENW059,'08.09.2021 03:00',21,20,11,gut
7466,DENW059,'08.09.2021 04:00',21,-,12,gut
7467,DENW059,'08.09.2021 05:00',21,15,18,gut
7468,DENW059,'08.09.2021 06:00',20,11,22,gut
7469,DENW059,'08.09.2021 07:00',20,6,24,gut
7470,DENW059,'08.09.2021 08:00',20,6,29,gut
7471,DENW059,'08.09.2021 09:00',20,36,25,gut
7472,DENW059,'08.09.2021 10:00',19,48,18,sehr gut
7473,DENW059,'08.09.2021 11:00',18,68,10,gut
7474,DENW059,'08.09.2021 12:00',18,80,9,gut
7475,DENW059,'08.09.2021 13:00',18,98,8,gut
7476,DENW059,'08.09.2021 14:00',18,118,6,gut
7477,DENW059,'08.09.2021 15:00',18,128,4,mäßig
7478,DENW059,'08.09.2021 16:00',18,131,4,mäßig
7479,DENW059,'08.09.2021 17:00',18,131,4,mäßig
7480,DENW059,'08.09.2021 18:00',19,129,5,mäßig
7481,DENW059,'08.09.2021 19:00',19,122,10,mäßig
7482,DENW059,'08.09.2021 20:00',19,110,10,gut
7483,DENW059,'08.09.2021 21:00',19,59,28,gut
7484,DENW059,'08.09.2021 22:00',19,65,22,gut
7485,DENW059,'08.09.2021 23:00',19,39,29,gut
7486,DENW059,'08.09.2021 24:00',19,27,34,gut
7487,DENW059,'09.09.2021 01:00',19,30,26,gut
7488,DENW059,'09.09.2021 02:00',19,33,16,sehr gut
7489,DENW059,'09.09.2021 03:00',19,31,19,sehr gut
7490,DENW059,'09.09.2021 04:00',20,37,13,sehr gut
7491,DENW059,'09.09.2021 05:00',19,-,12,sehr gut
7492,DENW059,'09.09.2021 06:00',20,31,15,sehr gut
7493,DENW059,'09.09.2021 07:00',20,16,29,gut
7494,DENW059,'09.09.2021 08:00',20,30,29,gut
7495,DENW059,'09.09.2021 09:00',20,38,26,gut
7496,DENW059,'09.09.2021 10:00',20,-,24,gut
7497,DENW059,'09.09.2021 11:00',20,-,-,sehr gut
7498,DENW059,'09.09.2021 12:00',20,71,-,gut
7499,DENW059,'09.09.2021 13:00',20,93,31,gut
7500,DENW059,'09.09.2021 14:00',21,109,17,gut
7501,DENW059,'09.09.2021 15:00',21,109,14,gut
7502,DENW059,'09.09.2021 16:00',21,99,18,gut
7503,DENW059,'09.09.2021 17:00',21,50,45,mäßig
7504,DENW059,'09.09.2021 18:00',22,57,28,gut
7505,DENW059,'09.09.2021 19:00',22,53,24,gut
7506,DENW059,'09.09.2021 20:00',21,34,21,gut
7507,DENW059,'09.09.2021 21:00',20,25,26,gut
7508,DENW059,'09.09.2021 22:00',20,12,25,gut
7509,DENW059,'09.09.2021 23:00',19,4,22,gut
7510,DENW059,'09.09.2021 24:00',19,4,23,gut
7511,DENW059,'10.09.2021 01:00',19,13,12,sehr gut
7512,DENW059,'10.09.2021 02:00',19,13,6,sehr gut
7513,DENW059,'10.09.2021 03:00',19,6,7,sehr gut
7514,DENW059,'10.09.2021 04:00',18,5,8,sehr gut
7515,DENW059,'10.09.2021 05:00',18,4,9,sehr gut
7516,DENW059,'10.09.2021 06:00',18,10,14,sehr gut
7517,DENW059,'10.09.2021 07:00',17,11,19,sehr gut
7518,DENW059,'10.09.2021 08:00',17,14,21,gut
7519,DENW059,'10.09.2021 09:00',17,15,25,gut
7520,DENW059,'10.09.2021 10:00',17,24,21,gut
7521,DENW059,'10.09.2021 11:00',16,35,15,sehr gut
7522,DENW059,'10.09.2021 12:00',16,-,12,sehr gut
7523,DENW059,'10.09.2021 13:00',15,31,-,sehr gut
7524,DENW059,'10.09.2021 14:00',15,34,25,gut
7525,DENW059,'10.09.2021 15:00',14,47,13,sehr gut
7526,DENW059,'10.09.2021 16:00',13,42,14,sehr gut
7527,DENW059,'10.09.2021 17:00',12,33,20,sehr gut
7528,DENW059,'10.09.2021 18:00',12,36,19,sehr gut
7529,DENW059,'10.09.2021 19:00',11,26,25,gut
7530,DENW059,'10.09.2021 20:00',12,7,31,gut
7531,DENW059,'10.09.2021 21:00',12,4,35,gut
7532,DENW059,'10.09.2021 22:00',12,20,22,gut
7533,DENW059,'10.09.2021 23:00',12,18,22,gut
7534,DENW059,'10.09.2021 24:00',11,11,26,gut
7535,DENW059,'11.09.2021 01:00',11,6,22,gut
7536,DENW059,'11.09.2021 02:00',11,7,16,sehr gut
7537,DENW059,'11.09.2021 03:00',11,4,10,sehr gut
7538,DENW059,'11.09.2021 04:00',11,3,8,sehr gut
7539,DENW059,'11.09.2021 05:00',10,3,6,sehr gut
7540,DENW059,'11.09.2021 06:00',10,0.7,6,sehr gut
7541,DENW059,'11.09.2021 07:00',10,3,10,sehr gut
7542,DENW059,'11.09.2021 08:00',10,7,23,gut
7543,DENW059,'11.09.2021 09:00',10,21,20,sehr gut
7544,DENW059,'11.09.2021 10:00',10,45,12,sehr gut
7545,DENW059,'11.09.2021 11:00',10,52,12,sehr gut
7546,DENW059,'11.09.2021 12:00',10,56,13,sehr gut
7547,DENW059,'11.09.2021 13:00',10,54,16,sehr gut
7548,DENW059,'11.09.2021 14:00',10,54,-,sehr gut
7549,DENW059,'11.09.2021 15:00',10,60,13,sehr gut
7550,DENW059,'11.09.2021 16:00',10,64,7,gut
7551,DENW059,'11.09.2021 17:00',10,59,10,sehr gut
7552,DENW059,'11.09.2021 18:00',10,60,9,sehr gut
7553,DENW059,'11.09.2021 19:00',10,52,13,sehr gut
7554,DENW059,'11.09.2021 20:00',10,45,15,sehr gut
7555,DENW059,'11.09.2021 21:00',10,51,12,sehr gut
7556,DENW059,'11.09.2021 22:00',10,45,16,sehr gut
7557,DENW059,'11.09.2021 23:00',10,28,16,sehr gut
7558,DENW059,'11.09.2021 24:00',10,-,23,gut
7559,DENW059,'12.09.2021 01:00',10,11,27,gut
7560,DENW059,'12.09.2021 02:00',10,7,21,gut
7561,DENW059,'12.09.2021 03:00',10,12,13,sehr gut
7562,DENW059,'12.09.2021 04:00',10,5,15,sehr gut
7563,DENW059,'12.09.2021 05:00',10,6,8,sehr gut
7564,DENW059,'12.09.2021 06:00',10,9,7,sehr gut
7565,DENW059,'12.09.2021 07:00',10,7,8,sehr gut
7566,DENW059,'12.09.2021 08:00',9,5,8,sehr gut
7567,DENW059,'12.09.2021 09:00',9,9,8,sehr gut
7568,DENW059,'12.09.2021 10:00',9,23,11,sehr gut
7569,DENW059,'12.09.2021 11:00',10,40,12,sehr gut
7570,DENW059,'12.09.2021 12:00',10,58,12,sehr gut
7571,DENW059,'12.09.2021 13:00',10,66,10,gut
7572,DENW059,'12.09.2021 14:00',10,75,6,gut
7573,DENW059,'12.09.2021 15:00',10,78,-,gut
7574,DENW059,'12.09.2021 16:00',10,75,10,gut
7575,DENW059,'12.09.2021 17:00',10,75,9,gut
7576,DENW059,'12.09.2021 18:00',10,77,11,gut
7577,DENW059,'12.09.2021 19:00',10,67,19,gut
7578,DENW059,'12.09.2021 20:00',10,34,37,gut
7579,DENW059,'12.09.2021 21:00',11,5,55,mäßig
7580,DENW059,'12.09.2021 22:00',11,1,55,mäßig
7581,DENW059,'12.09.2021 23:00',11,0.9,56,mäßig
7582,DENW059,'12.09.2021 24:00',11,0.9,42,mäßig
7583,DENW059,'13.09.2021 01:00',11,-,30,gut
7584,DENW059,'13.09.2021 02:00',11,0.7,26,gut
7585,DENW059,'13.09.2021 03:00',11,0.4,23,gut
7586,DENW059,'13.09.2021 04:00',11,0.4,20,sehr gut
7587,DENW059,'13.09.2021 05:00',11,0.5,17,sehr gut
7588,DENW059,'13.09.2021 06:00',11,0.5,14,sehr gut
7589,DENW059,'13.09.2021 07:00',12,0.7,16,sehr gut
7590,DENW059,'13.09.2021 08:00',12,0.9,15,sehr gut
7591,DENW059,'13.09.2021 09:00',12,3,23,gut
7592,DENW059,'13.09.2021 10:00',14,8,28,gut
7593,DENW059,'13.09.2021 11:00',14,11,33,gut
7594,DENW059,'13.09.2021 12:00',15,23,32,gut
7595,DENW059,'13.09.2021 13:00',16,55,25,gut
7596,DENW059,'13.09.2021 14:00',16,85,12,gut
7597,DENW059,'13.09.2021 15:00',17,83,11,gut
7598,DENW059,'13.09.2021 16:00',17,83,-,gut
7599,DENW059,'13.09.2021 17:00',17,87,10,gut
7600,DENW059,'13.09.2021 18:00',18,50,29,gut
7601,DENW059,'13.09.2021 19:00',18,61,22,gut
7602,DENW059,'13.09.2021 20:00',19,31,39,gut
7603,DENW059,'13.09.2021 21:00',19,2,71,mäßig
7604,DENW059,'13.09.2021 22:00',19,2,62,mäßig
7605,DENW059,'13.09.2021 23:00',20,6,42,mäßig
7606,DENW059,'13.09.2021 24:00',20,4,33,gut
7607,DENW059,'14.09.2021 01:00',20,4,24,gut
7608,DENW059,'14.09.2021 02:00',20,-,19,sehr gut
7609,DENW059,'14.09.2021 03:00',20,4,17,sehr gut
7610,DENW059,'14.09.2021 04:00',21,8,10,gut
7611,DENW059,'14.09.2021 05:00',21,6,9,gut
7612,DENW059,'14.09.2021 06:00',21,3,16,gut
7613,DENW059,'14.09.2021 07:00',21,7,18,gut
7614,DENW059,'14.09.2021 08:00',21,0.4,25,gut
7615,DENW059,'14.09.2021 09:00',21,15,23,gut
7616,DENW059,'14.09.2021 10:00',20,30,16,sehr gut
7617,DENW059,'14.09.2021 11:00',19,38,13,sehr gut
7618,DENW059,'14.09.2021 12:00',19,48,12,sehr gut
7619,DENW059,'14.09.2021 13:00',18,59,11,sehr gut
7620,DENW059,'14.09.2021 14:00',18,71,9,gut
7621,DENW059,'14.09.2021 15:00',18,85,7,gut
7622,DENW059,'14.09.2021 16:00',17,88,8,gut
7623,DENW059,'14.09.2021 17:00',18,79,-,gut
7624,DENW059,'14.09.2021 18:00',17,66,18,gut
7625,DENW059,'14.09.2021 19:00',17,49,28,gut
7626,DENW059,'14.09.2021 20:00',18,47,27,gut
7627,DENW059,'14.09.2021 21:00',18,21,48,mäßig
7628,DENW059,'14.09.2021 22:00',18,12,42,mäßig
7629,DENW059,'14.09.2021 23:00',17,7,39,gut
7630,DENW059,'14.09.2021 24:00',17,7,34,gut
7631,DENW059,'15.09.2021 01:00',18,5,32,gut
7632,DENW059,'15.09.2021 02:00',18,4,29,gut
7633,DENW059,'15.09.2021 03:00',18,-,22,gut
7634,DENW059,'15.09.2021 04:00',18,27,18,sehr gut
7635,DENW059,'15.09.2021 05:00',18,14,17,sehr gut
7636,DENW059,'15.09.2021 06:00',18,21,17,sehr gut
7637,DENW059,'15.09.2021 07:00',19,17,22,gut
7638,DENW059,'15.09.2021 08:00',19,15,27,gut
7639,DENW059,'15.09.2021 09:00',18,11,33,gut
7640,DENW059,'15.09.2021 10:00',18,22,23,gut
7641,DENW059,'15.09.2021 11:00',18,30,17,sehr gut
7642,DENW059,'15.09.2021 12:00',18,37,13,sehr gut
7643,DENW059,'15.09.2021 13:00',18,34,13,sehr gut
7644,DENW059,'15.09.2021 14:00',17,30,14,sehr gut
7645,DENW059,'15.09.2021 15:00',17,28,14,sehr gut
7646,DENW059,'15.09.2021 16:00',16,24,21,gut
7647,DENW059,'15.09.2021 17:00',16,36,23,gut
7648,DENW059,'15.09.2021 18:00',16,33,-,sehr gut
7649,DENW059,'15.09.2021 19:00',16,38,26,gut
7650,DENW059,'15.09.2021 20:00',16,53,20,sehr gut
7651,DENW059,'15.09.2021 21:00',16,39,23,gut
7652,DENW059,'15.09.2021 22:00',16,28,24,gut
7653,DENW059,'15.09.2021 23:00',16,44,16,sehr gut
7654,DENW059,'15.09.2021 24:00',15,66,8,gut
7655,DENW059,'16.09.2021 01:00',15,57,8,sehr gut
7656,DENW059,'16.09.2021 02:00',14,59,7,sehr gut
7657,DENW059,'16.09.2021 03:00',14,55,7,sehr gut
7658,DENW059,'16.09.2021 04:00',14,-,5,sehr gut
7659,DENW059,'16.09.2021 05:00',13,54,11,sehr gut
7660,DENW059,'16.09.2021 06:00',13,31,18,sehr gut
7661,DENW059,'16.09.2021 07:00',13,8,38,gut
7662,DENW059,'16.09.2021 08:00',13,4,43,mäßig
7663,DENW059,'16.09.2021 09:00',13,14,37,gut
7664,DENW059,'16.09.2021 10:00',13,31,32,gut
7665,DENW059,'16.09.2021 11:00',13,40,26,gut
7666,DENW059,'16.09.2021 12:00',13,51,26,gut
7667,DENW059,'16.09.2021 13:00',13,63,19,gut
7668,DENW059,'16.09.2021 14:00',13,71,14,gut
7669,DENW059,'16.09.2021 15:00',14,64,19,gut
7670,DENW059,'16.09.2021 16:00',14,66,19,gut
7671,DENW059,'16.09.2021 17:00',14,62,23,gut
7672,DENW059,'16.09.2021 18:00',14,57,25,gut
7673,DENW059,'16.09.2021 19:00',13,42,-,sehr gut
7674,DENW059,'16.09.2021 20:00',13,14,52,mäßig
7675,DENW059,'16.09.2021 21:00',13,4,53,mäßig
7676,DENW059,'16.09.2021 22:00',13,3,49,mäßig
7677,DENW059,'16.09.2021 23:00',12,2,51,mäßig
7678,DENW059,'16.09.2021 24:00',12,1,47,mäßig
7679,DENW059,'17.09.2021 01:00',13,1,41,mäßig
7680,DENW059,'17.09.2021 02:00',13,1,31,gut
7681,DENW059,'17.09.2021 03:00',13,1,23,gut
7682,DENW059,'17.09.2021 04:00',13,1,19,sehr gut
7683,DENW059,'17.09.2021 05:00',13,-,17,sehr gut
7684,DENW059,'17.09.2021 06:00',13,-,13,sehr gut
7685,DENW059,'17.09.2021 07:00',14,-,14,sehr gut
7686,DENW059,'17.09.2021 08:00',14,-,18,sehr gut
7687,DENW059,'17.09.2021 09:00',14,1,24,gut
7688,DENW059,'17.09.2021 10:00',14,4,29,gut
7689,DENW059,'17.09.2021 11:00',15,7,28,gut
7690,DENW059,'17.09.2021 12:00',15,12,33,gut
7691,DENW059,'17.09.2021 13:00',15,22,34,gut
7692,DENW059,'17.09.2021 14:00',15,46,30,gut
7693,DENW059,'17.09.2021 15:00',16,62,20,gut
7694,DENW059,'17.09.2021 16:00',16,47,31,gut
7695,DENW059,'17.09.2021 17:00',16,65,21,gut
7696,DENW059,'17.09.2021 18:00',16,38,30,gut
7697,DENW059,'17.09.2021 19:00',17,20,33,gut
7698,DENW059,'17.09.2021 20:00',17,5,-,sehr gut
7699,DENW059,'17.09.2021 21:00',17,0.7,56,mäßig
7700,DENW059,'17.09.2021 22:00',17,0.1,42,mäßig
7701,DENW059,'17.09.2021 23:00',18,0,39,gut
7702,DENW059,'17.09.2021 24:00',18,-,40,gut
7703,DENW059,'18.09.2021 01:00',19,0.1,34,gut
7704,DENW059,'18.09.2021 02:00',19,0.1,29,gut
7705,DENW059,'18.09.2021 03:00',19,0.3,23,gut
7706,DENW059,'18.09.2021 04:00',19,0.4,24,gut
7707,DENW059,'18.09.2021 05:00',19,0,17,sehr gut
